"Var1","SAFE179","SAFE198","SAFE185","SAFE8","SAFE2","SAFE9","SAFE7","SAFE14","SAFE75","SAFE37","SAFE11","SAFE31","SAFE25","SAFE18","SAFE70","SAFE187","SAFE186","SAFE26","SAFE12","SAFE126","SAFE135","SAFE35","SAFE19","SAFE27","SAFE196","SAFE6","SAFE16","SAFE194","SAFE22","SAFE33","SAFE28","SAFE200","SAFE40","SAFE98","SAFE29","SAFE23","SAFE59","SAFE142","SAFE144","SAFE10","SAFE191","SAFE124","SAFE42","SAFE44","SAFE145","SAFE20","SAFE60","SAFE46","SAFE130","SAFE110","SAFE204","SAFE195","SAFE4","SAFE38","SAFE53","SAFE41","SAFE58","SAFE15","SAFE49","SAFE65","SAFE146","SAFE21","SAFE74","SAFE82","SAFE1","SAFE32","SAFE69","SAFE13","SAFE199","SAFE47","SAFE3","SAFE61","SAFE24","SAFE106","SAFE52","SAFE68","SAFE193","SAFE71","SAFE100","SAFE101","SAFE102","SAFE103","SAFE104","SAFE105","SAFE107","SAFE108","SAFE109","SAFE111","SAFE112","SAFE113","SAFE114","SAFE115","SAFE116","SAFE117","SAFE118","SAFE119","SAFE120","SAFE121","SAFE122","SAFE123","SAFE125","SAFE127","SAFE128","SAFE129","SAFE131","SAFE132","SAFE133","SAFE134","SAFE136","SAFE137","SAFE138","SAFE139","SAFE140","SAFE141","SAFE143","SAFE147","SAFE148","SAFE149","SAFE150","SAFE151","SAFE152","SAFE153","SAFE154","SAFE155","SAFE156","SAFE157","SAFE158","SAFE159","SAFE160","SAFE161","SAFE162","SAFE163","SAFE164","SAFE165","SAFE166","SAFE167","SAFE168","SAFE169","SAFE17","SAFE170","SAFE171","SAFE172","SAFE173","SAFE174","SAFE175","SAFE176","SAFE177","SAFE178","SAFE180","SAFE181","SAFE182","SAFE183","SAFE184","SAFE188","SAFE189","SAFE190","SAFE192","SAFE197","SAFE201","SAFE202","SAFE203","SAFE205","SAFE30","SAFE34","SAFE36","SAFE39","SAFE43","SAFE45","SAFE48","SAFE5","SAFE50","SAFE51","SAFE54","SAFE55","SAFE56","SAFE57","SAFE62","SAFE63","SAFE64","SAFE66","SAFE67","SAFE72","SAFE73","SAFE76","SAFE77","SAFE78","SAFE79","SAFE80","SAFE81","SAFE83","SAFE84","SAFE85","SAFE86","SAFE87","SAFE88","SAFE89","SAFE90","SAFE91","SAFE92","SAFE93","SAFE94","SAFE95","SAFE96","SAFE97","SAFE99"
"A9",8.272236477659,1.741404477659,3.375869,0,0.434,0,0.217,0,14.554869,14.491911,0,0,0.217,0.434,0,0,-3.375869,0,0.047089,0.073317573,0,0,0,0,-70.67416817253,14,0,-9.537632522341,0.337869,-0.217,0.217,4.896367477659,0,14.217,0,0,0.217,14.217,0.217,0.434,4.896367477659,14.154042,0.217,0,3.038,0,0.217,0,-2.700131,0,-4.896367477659,19.330367477659,0.337869,0.434,0,0.542,1.123,0,0,0,0,1.774,0,0,4.896367477659,-14.434,0.217,0.337869,15.4478582264175,66.566,3.375869,0,0,0.67,0,3.154963,0,14.539,0,0.217,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0.337869,0,-0.554869,-0.073317573,-13.879131,4.803483573,14.82978,0.554869,0.434,0,14,1.026446022,0.337869,0,0.217,0,0.217,67.217,0,14.217,0.29078,0,66.783,0.217,0.217,0,0.217,0.217,0,14,0,0,0,0,0,0.217,0,-13.783,3.038,67,0,-1.34,14,14.539,-14.539,0,14.756,14.322,0.047089,0,-0.217,0,5.113367477659,4.679367477659,1.062511742652,1.520498477659,16.5294951804372,5.113367477659,4.679367477659,1.062511742652,4.896367477659,4.896367477659,0,4.896367477659,8.051330477659,4.896367477659,0,4.896367477659,0,0,0.337869,0.217,1.557,0,0.217,0.217,-3.085089,0.67,14.434,0.047089,0.120869,-0.217,0,0,3.038,0.120869,0.337869,0,3.085089,0,0,0.217,0,1.557,0,14,13.783,0,-0.217,67,0,0,1.557,0,0,13.783,0,0,0,1.34,0.217,0.217
"B9",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,2,0,0,0,2,0,0,7.69,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.333,0,0,0,0,1.333,0,0,0,-2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-2,0,4,0,-1.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.69,0,0,0,0,0,0,0,0,1.333,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0,2,2,0,0,4,0,0,1.333,0,0,2,0,0,0,1.333,0,0
"C9",0,0,0,0,0,0,0,1.85,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,-11,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.398,3.055,0,0,0,0,3.055,0,0,0,-11,0,0,0,55,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,11,0,0,0,0,0,0,55,0,11,0,0,55,0,0,0,0,0,0,11,0,0,0,0,0,0,0,-11,0,55,0,-3.055,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.055,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.055,0,11,11,0,0,55,0,0.199,3.055,0,0,11,0,0,0,3.055,0,0
"D9",5623.67480521487,4982.33695521487,24.753178,0,2.186,0,0.402,0,55.169178,970.701724,0,0,1.114,1.516,0.51904602,-18.131206736,-26.177178,0,0.659488,2.318405556,0,1.07,0,1.07,-285486.29814945,49,0.7035,5547.21362721487,5.857178,0.056,-1.348,5598.20962721487,0.97,49.402,0,0.09,0.402,49.634,1.672,1.706,5598.20962721487,964.934546,0.402,0.093264,19.698,0,2.284,0.87,-13.930822,0,-5598.01962721487,5649.20562721487,6.247178,2.786,0.19,0,3.893,0,0.09,1.30338,0.58,6.291,0.19,0.87,5598.20962721487,-50.996,0.17,5.677178,3447784.32152895,870.252,25.465178,-0.522,0,0.29,0.68,615.872672,0,552.848,1.75,0.402,0.634,0,0,0.19,0.09,0,0,0,0.09,0,0,0,0.201,5.287178,-2.76824544,-7.361178,-9.192881732,-43.634822,284.910127556,976.468902,6.169178,1.226,-0.81888,47.808,113.601872244,5.767178,0,0.112,0.19,0.154,872.634,0.07638,49.402,1.72659,1.17,871.366,0.592,2.152,0,1.114,0.212,0.07638,49,0,0.11658,0.1,0.0551,0,0.444,1.03296,-48.366,31.066,872.48,-0.53472,-4.063,48.288,552.368,-553.328,-0.48,553.962,551.734,0.447828,0.232,-1.114,0,5598.61162721487,5597.80762721487,2250.48027014038,5572.74444921487,142559.40463834,5598.61162721487,5597.80762721487,2250.48027014038,5597.49762721487,5598.92162721487,-3985.92525457699,5598.20962721487,6214.08229921487,5598.20962721487,0,5598.39962721487,1063.65982917083,-0.712,5.767178,0.634,5.177,0.29,2.632,0.402,-78.746788,3.81,50.516,1.364368,4.173178,-1.594,0,0,19.698,5.365178,5.767178,-1.518,55.033828,-265.36704,0.12046,0.824,0.30432,4.697,0.19,49,48.598,0.48,-0.212,872,0,0.03,4.217,2.25456,0.48,48.598,0,0.09,0,4.295,0.592,0.692
"E9",-5.7739,0,-5.7739,0,-3.62,0,0,0,1.38,0,0,0,0,0,0,0,5.7739,0.45,0,0,0,0.45,0,0,0,5,0,0.43,0,0,0,0,0,5,0,0,-1.81,3.19,0,-1.81,0.45,0,0,0,0,0,0,0,5.7739,0.45,0,-0.43,-1.81,0,0,0,1.444,0,0,0,0,1.444,0,0,0,0.43,0,0,0,104,-5.7739,-1.81,9.05,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,1.81,0,1.81,0,-1.38,0,0,-1.81,0,-3.2761,3.19,0,0,0,0,0,0,104,0,1.38,0,0,104,-1.81,0,0,0,0,0,6.81,0,0,0,0,0,0,0,-3.19,0,104,0,-1.444,1.38,1.81,1.81,1.81,0,0,0,0,0,0,0,0,0,5.7739,0,-1.81,1.81,0,0,0,0,-0.45,0,0,0,0,0,0,0,1.81,1.444,0,0,1.81,2.4978,0,1.38,0,1.81,1.81,0,0.9,-5.7739,1.81,0,0,0,0,0,0,0,1.444,0,3.19,5,0,1.81,104,0,0,1.444,0,1.81,5,0,0,1.81,1.444,0,0
"F9",0,0,0,0,0,2.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,1,0,-1,0,0,-1.21,2.43,0,1,0,0,0,1,1.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.21,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,31,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,31,0,1,0,0,31,0,1.21,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,31,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43,0,0,0,0,0,0,1,0,1.21,0,0,3.65,1,0,0,0,0,0,0,0,0,-1.21,0,0,0,0,0,1,0,1,1,0,0,31,0,0,1,0,0,1,0,0,0,1,0,0
"G9",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-7,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,-7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,7,0,0,0,0,0,0,10,0,7,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,-7,0,10,0,-2.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,7,7,0,0,10,0,0,2.5,0,0,7,20,0,0,2.5,0,0
"H9",0,0,-1.63,0,0,0,-1.63,0,7,0,0,1.63,0,-1.63,0,0,-1.63,1.63,0,0,0,0,0,0,0,7,0,-7,0,0,0,0,0,7,0,0,0,7,0,0,1.63,0,1.63,0,0,0,0,0,0,0,0,7,0,0,0,0,1.666,0,0,0,0,1.666,0,0,0,-7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,7,0,-1.63,0,0,0,0,25,0,7,0,0,25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,-7,0,25,0,-1.666,7,0,0,0,0,0,0,0,0,0,-1.63,1.63,0,0,0,0,0,0,-1.63,1.63,0,-1.63,0,0,0,0,0,-1.63,1.63,0,1.666,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0,7,7,0,0,25,0,0,1.666,0,0,7,0,0,0,1.666,0,0
"I9",22027.1868559158,18961.2579879158,64.527984,0,4.172,0.1,0.991,0,67.112984,2169.690139,0,0,2.081,3.072,0,-71.52360256,-66.707984,0,2.894671,10.030886144,0,0.5,0,0.6,-1312686.89461215,56,1.90272,21901.7968719158,10.121984,-0.971,-0.929,21961.6688719158,0.1,56.991,0,0,0.991,57.381,2.211,3.472,21961.5688719158,2159.568155,0.991,0.38649,55.496,0,3.191,0,-45.374016,0,-21961.4688719158,22021.3408719158,10.821984,4.292,0.1,0,2.182,0,0.1,2.30991,0.8,6.945,0,1.41,21961.5688719158,-59.772,0.601,10.121984,65891534.1161245,1040.538,65.617984,-0.69,0,0.7,0.4,3000.310884,0,1441.764,1.92,0.991,1.381,0,0,0.1,0,0,0,0,0,0,0,0,0.26,9.421984,-7.0853888,-12.902984,-28.149237504,-46.869016,576.861990144,2179.812123,11.112984,2.772,-2.4304,54.21,561.729624064,10.121984,0,0.691,0.2,0.681,1045.381,0.3964,56.991,3.144443,1.11,1042.619,1.391,2.911,0,2.081,0.591,0.3964,56,0,0.2973,-0.1,0.12,0,0.981,2.0377,-54.619,77.336,1044.7,-1.4567,-2.783,54.91,1441.064,-1442.464,-0.7,1443.845,1439.683,2.062271,0.39,-2.081,0,21962.5598719158,21960.5778719158,21763.9147520685,21895.9508879158,1441073.87485227,21962.5598719158,21960.5778719158,21763.9147520685,21960.4788719158,21962.6588719158,-23938.1100703882,21961.5688719158,24961.8797559158,21961.4688719158,2196.15688719158,21961.6688719158,2196.15688719158,-1.09,10.121984,1.381,4.864,0.3,3.611,0.991,-158.491971,2.22,59.072,4.020091,7.340984,-2.781,0,0,55.496,9.130984,10.121984,-1.53,118.598271,-1009.2348,0.5524,1.781,0.9667,4.164,0.4,56,55.009,0.7,-0.591,1044,0,0.032,3.464,2.9148,0.7,55.009,0.1,0.1,0,3.173,1.391,1.291
"J9",1.610585054155,0.206105054155,0.959805,0,0.154,0.52,0.077,1.56,11.189805,5.769071,0,0,0.077,0.154,0,0,-0.959805,0,0.005929,0.008685985,0,0,0,0.52,-7.25880072404487,11,0,-10.503219945845,0.112805,-0.077,0.077,1.170780054155,0,11.077,0,0,0.077,11.077,0.077,0.154,0.650780054155,5.656266,0.077,0,0.847,0,0.077,0.52,-0.734195,0,-0.650780054155,11.804780054155,0.112805,0.154,0,0.077,1.311,0,0,0,0,1.542,0,0,0.650780054155,-11.154,0.077,0.112805,0.289385620581375,74.846,0.959805,0,0,0,0,0.444675,0,5.775,0,0.077,0.077,0,0,0,0,0,0,0,0,0,0.52,0,0,0.112805,0,-0.189805,-0.008685985,-10.964195,1.249540985,5.881876,0.189805,0.154,0,11,0.095545835,0.112805,0,0.077,0,0.077,75.077,0,11.077,0.106876,0,74.923,0.077,0.077,0,0.077,0.077,0,11,0,0,0,0,0,0.077,0,-10.923,0.847,75,0,-1.388,11,5.775,-5.775,0,5.852,5.698,0.005929,0,-0.077,0,0.727780054155,0.573780054155,0.050110064169935,-0.309024945845,0.62462194987824,0.727780054155,0.573780054155,0.050110064169935,0.650780054155,0.650780054155,0,0.650780054155,1.095455054155,0.130780054155,0.3384056281606,0.650780054155,0,0,0.112805,0.077,1.465,0,0.077,0.077,-0.852929,0,11.154,0.005929,0.035805,-0.077,0.52,0,0.847,0.035805,0.112805,0,0.852929,0,0,0.077,0,1.465,0,11,10.923,0,-0.077,75,0,0,1.465,0,0,10.923,0,0,0,1.388,0.077,0.077
"K9",0,0,-1.88,0,0,0,-1.88,0,3,0,0,1.88,0,-1.88,0,0,-1.88,0,0,0,0,0,0,0,0,3,0,-3,0,1.88,-1.88,0,0,3,0,0,0,3,1.88,0,0,0,1.88,0,0,0,1.88,0,0,0,0,3,0,1.88,0,0.366,1.307,0,0,0,0,1.307,0,0,0,-3,0,0,0,17,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,3,0,-1.88,0,0,0,0,17,0,3,0,1.88,17,0,1.88,0,0,0,0,3,0,0,0,0,0,0,0,-3,0,17,0,-1.307,3,0,0,0,0,0,0,0,0,0,-1.88,1.88,0,0,0,0,0,0,-1.88,1.88,0,0,0,0,0,0,0,-1.88,1.88,0,1.307,0,1.88,0,0,1.88,3,0,0,0,3.77,0,0,0,0,-1.88,0,0,0,0,0,1.307,0,3,3,0,0,17,0,0,1.307,0,0,3,0,0,0,1.307,0,0
"L9",114.776020026,98.341750026,4.24947,1.03,1.89,0,0.18,0,18.87947,64.7358,0,0,0.69,0.87,0,-2.4273297,-5.26947,0,0.4761,0.3059046,0,0,0,0.51,-2022.10418947788,17,0.1854,91.636550026,1.69947,0.34,-0.85,110.016550026,0,17.18,0,0,0.18,17.18,0.7,1.38,110.016550026,63.03633,0.18,0,3.06,0,1.72,0,-1.36053,0,-110.016550026,128.396550026,2.20947,1.39,0,0.09,1.593,0,0,0.7107,0,3.153,0,0,110.016550026,-18.38,0.18,1.69947,1284.42121824354,93.13,4.75947,0,0,0.51,0,11.6748,0,16.92,1.03,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1.18947,-0.8667297,-2.89947,-2.039364,-15.48053,29.1968946,66.43527,1.87947,0.87,-0.7038,15.98,5.2003782,1.69947,0,0.18,0.51,-0.33,94.18,0.0918,17.18,0.31914,1.03,93.82,0.69,1.21,0,0.69,-0.33,0.0918,17,0,0,-0.51,0,0,-0.33,0.6171,-16.82,3.06,94.51,-0.3519,-1.773,16.49,16.41,-17.43,-0.51,17.61,16.23,0.1242,0,-0.69,0,110.196550026,109.836550026,19.80297900468,105.257080026,523.620469352246,110.196550026,109.836550026,19.80297900468,109.506550026,110.526550026,-56.10844051326,110.016550026,121.691350026,110.016550026,0,110.016550026,0,-0.51,1.69947,0.18,2.463,0,1.72,0.18,-20.616,3.1,17.87,0.2178,0.49947,-1.2,0,0,3.06,1.51947,1.69947,-1.03,11.8542,-8.6292,0.0918,0.69,0.0918,1.953,0.51,17,16.82,0.51,0.33,94,0,0,1.443,0.99603,0.51,16.82,0,0,0,1.773,0.69,0.18
"M9",21.848828654753,7.655654654753,3.525543,0,1.046,0.68,0.523,0,6.433543,20.123471,0,0,0.523,1.046,0,0,-3.525543,0,0.273529,0.476213989,0,0,0,0,-110.782585068637,5,0.35564,12.277285654753,0.910543,1.517,-0.157,19.003285654753,0,5.523,0,0,0.523,5.523,1.203,1.046,18.323285654753,19.212928,0.523,0,2.615,0,2.563,0,-1.704457,0,-18.323285654753,24.369285654753,0.910543,1.726,0,0,0.695,0,0.68,1.06692,0,2.264,0,0.68,18.323285654753,-6.046,0.523,0.910543,195.466050072498,37.954,3.525543,0,0,0,0,10.667631,0,20.397,0.68,0.523,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0.910543,0,-1.433543,-0.476213989,-4.612457,5.028928989,21.034014,1.433543,1.046,0,5,2.381069945,0.910543,0,0.523,0,0.523,39.523,0,5.523,0.637014,2.04,38.477,0.523,1.203,0,0.523,0.523,0,5,0,0,0,0,0,0.523,0,-4.477,2.615,39,0,-1.218,5,20.397,-20.397,0,20.92,19.874,0.273529,0,-0.523,0,18.846285654753,17.800285654753,9.58307839743582,14.797742654753,64.5995314771149,18.846285654753,17.800285654753,9.58307839743582,18.323285654753,18.323285654753,0,18.323285654753,28.990916654753,17.643285654753,12.459834245232,18.323285654753,0,0,0.910543,0.523,1.741,0,1.203,0.523,-2.888529,4.08,6.046,0.629169,0.387543,-0.523,0,0,2.615,0.387543,0.910543,-0.68,2.888529,0,0,0.523,0,1.741,0,5,4.477,0,-0.523,39,0,0,1.741,0,0,4.477,0,0,0,1.218,0.523,0.523
"N9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,3,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0
"O9",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,-4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,4,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-4,0,5,0,-2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,4,4,0,0,5,0,0,2.5,0,0,4,0,0,0,2.5,0,0
"P9",-84.96,0,-84.96,0,-14.4,0,0,0,4.6,0,0.9,0,0.332,0,0,0,84.96,0.9,0,0,0,0,0.332,0,0,19,0,2.6,0,0,0,0,0,19,2.25,0,-7.2,11.8,0,-7.2,0.9,0,0,0,0,0,0,0,84.96,0,0,-2.6,-7.2,0,0,0.747,4.054,0,0,0,0,4.054,0,0,0,2.6,0,0,0,296,-84.96,-7.2,136.8,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0,0,1.35,0,0,0.166,7.2,0,7.2,0,-4.6,0,0,-7.2,0,-51.84,11.8,0,0,0,0,0,0,296,0,4.6,0,0,296,-7.2,0,0,0,0,0,26.2,0,0,0,0,0,0,0,-11.8,0,296,0,-4.054,4.6,7.2,7.2,7.2,0,0,0,0,0.332,0,0,0,0,84.96,0,-7.2,7.2,0,0,0,0,-0.9,0,0,0,0,0,0,0,7.2,4.054,0,0,7.2,33.12,0,4.6,0,7.2,7.2,0.9,0,-84.96,7.2,0,0,0,0,0,0,0,4.054,0,11.8,19,0,7.2,296,0,0,4.054,0,7.2,19,0,0,7.2,4.054,0,0
"Q9",3199.45432146637,2524.29655146637,86.852745,1.32,4.41,1.98,2.205,0,48.087745,261.942975,0,0,2.205,4.41,0,0,-86.852745,0,4.862025,26.201452725,0,0,0,0,-119555.026552073,34,2.9106,3074.19157646637,11.882745,-2.205,0.885,3114.58157646637,0,36.205,0,0,2.205,36.205,3.525,4.41,3112.60157646637,250.06023,2.205,0,74.97,0,2.205,0,-63.087255,0,-3112.60157646637,3151.01157646637,11.882745,5.73,0,0,0.979,0,0,0,0.66,7.594,0,0,3112.60157646637,-38.41,2.205,11.882745,1831159.14825809,116.59,86.852745,0,0,0.66,0,588.305025,0,266.805,1.32,2.205,2.205,0,0,0.66,0,0,0,0,0,0,0,0,0,11.882745,0,-14.087745,-26.201452725,-24.322255,430.214782725,273.82572,14.087745,4.41,0,34,890.84939265,11.882745,0,2.205,0,2.205,123.205,0,36.205,7.02072,0,118.795,2.205,3.525,0,2.205,2.205,0,34,0,0,0,0,0,2.205,0,-31.795,74.97,121,0,-3.184,34,266.805,-266.805,0,269.01,264.6,4.862025,0,-2.205,0,3114.80657646637,3110.39657646637,6863.28647610836,3025.74883146637,270337.991007432,3114.80657646637,3110.39657646637,6863.28647610836,3112.60157646637,3112.60157646637,0,3112.60157646637,3700.90660146637,3110.62157646637,6162.95112140342,3112.60157646637,0,0,11.882745,2.205,5.389,0,3.525,2.205,-79.832025,1.32,38.41,7.772625,9.677745,-2.205,0,0,74.97,9.677745,11.882745,-1.32,79.832025,0,0,2.205,0,5.389,0,34,31.795,0,-2.205,121,0,0,5.389,0,0,31.795,0,0,0,3.184,2.205,2.205
"R9",-30.318356133,0.309713867,-30.80677,0,-0.93,0,-0.03,0,65.09233,13.8699,0,0.03,0.198,-0.02,0,1.2306708,30.72677,0,-0.0047,-0.0151951,0,0.1,0.188,0.1,-28.9675358082,66,0,-64.151586133,0.03233,0.02,-0.1,0.448413867,0,66,0.32,0,-0.47,65.54,0.1,-0.46,0.448413867,13.83757,0.03,0,0,0,0.04,0,30.83143,0,-0.418413867,65.048413867,-0.43767,0.11,0.03,0.148,3.233,0,0,3e-04,0,3.243,0,0.4,0.448413867,-64.6,-0.01,0.03233,0.0621950033529,1386.98,-30.76677,-0.48,31.02,0.18,0,0.1387,0,13.87,0.1,0,0.01,0,0.5,0.07,0,0,0,0,0,0.07,0,0,0.035,0.50233,0.0151951,0.42767,0.0148718,-65.02767,2.1033898,13.90223,-0.43767,0.01,-0.2162,65.52,-0.995734903,0.00233000000000001,0.0009699,0,0.03,0.01,1387.01,0,65.06,0,0.03,1386.99,-0.47,0.1,0,0.01,0,0,66.47,0,0,0,0,0,0.01,0,-65.52,0.6553,1387,0.0047,-3.223,65.05,14.34,-13.4,0.47,13.88,13.86,-3e-04,0.01,0.178,0.00188,0.418413867,0.478413867,-0.01345241601,31.215183867,-13.7962463107996,-0.0215861329999999,0.918413867,-0.21075451749,0.408413867,0.488413867,-0.01793655468,0.448413867,0.587113867,0.448413867,0,0.478413867,0.01345241601,-0.04,0.06233,0.48,3.233,0,0.1,0.47,29.9276,0.14,65.07,0.001,0.49233,0.46,0.76,0,-30.7991,0.50233,0.03233,-0.09,0.6506,6.5189,0,0.01,0,3.233,0,65.53,66,0,0.47,1387,0,0,3.233,0,0.47,66,0,0,0.47,3.233,0,0
"S9",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,5,0,-5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.81,0,5,0,0,0,0,1.578,0,0,0,0,1.578,0,0,0,-5,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,5,0,0,0,0,0,0,60,0,5,0,0,60,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-5,0,60,0,-1.578,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.578,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.578,0,5,5,0,0,60,0,0,1.578,0,0,5,0,0,0,1.578,0,0
"T9",1.302457966704,0.381973966704,0.605556,0,0.108,0,0.054,0,9.173556,5.829084,0,0,0.272,0.108,0,0,-0.605556,0.32,0.002916,0.006456024,0,0,0.218,0,-6.34738311274003,9,0.01728,-8.411098033296,0.119556,-0.054,-0.266,0.696901966704,0,9.054,0,0,0.054,9.054,0.374,0.108,1.016901966704,5.709528,0.054,0,0.486,0,0.054,0,-0.366444,0,-0.696901966704,9.804901966704,0.119556,0.428,0,0.218,2.106,0,0,0,0,2.268,0,0,0.696901966704,-9.108,0.054,0.119556,0.219473942570157,107.892,0.605556,0,0,0,0,0.314928,0.22300862934528,5.832,0.32,0.054,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0.119556,0,-0.173556,-0.006456024,-8.934444,1.082460024,5.94864,0.173556,0.108,0,9,0.058104216,0.119556,0,0.054,0,0.054,108.054,0,9.054,0.11664,0,107.946,0.054,0.374,0,0.054,0.054,0,9,0,0,0,0,0,0.054,0,-8.946,0.486,108,0,-2.16,9,5.832,-5.832,0,5.886,5.778,0.002916,0,0.164,0.011772,0.750901966704,0.642901966704,0.037632706202016,0.0913459667040001,0.422013167349408,0.750901966704,0.642901966704,0.037632706202016,0.696901966704,0.696901966704,0,0.376901966704,1.011829966704,0.696901966704,0,0.696901966704,0,0,0.119556,0.054,2.214,0,0.374,0.054,-0.488916,0,9.108,0.020196,0.065556,-0.054,0,0,0.486,0.065556,0.119556,-0.32,0.488916,0,0,0.054,0,2.214,0,9,8.946,0,-0.054,108,0,0,2.214,0,0,8.946,0,0,0,2.16,0.054,0.054
