V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Label
26,7,2,1,0,1.28,1,1,2,4,6,2.64,2,-1,0,3,1
34,9,0,3,0,9.75,1,0,0,30,4,2.63,2,191,1,1,1
34,4,2,2,0,22.05,0,0,0,14,1,6.35,2,-1,0,3,1
29,9,1,2,0,6.76,0,0,0,9,7,0.93,2,224,4,0,1
50,4,1,2,0,42.78,0,0,0,17,9,0.53,1,-1,0,3,1
56,1,1,0,0,0.05,1,1,2,6,8,4.07,2,-1,0,3,1
32,1,1,0,0,55.11,0,0,0,16,0,4.08,2,231,16,1,1
45,9,2,1,0,0.31,0,0,2,29,8,1.77,1,-1,0,3,1
37,0,2,1,0,-3.32,1,0,2,23,8,2.84,2,-1,0,3,1
27,4,2,1,0,1.16,1,0,0,6,3,1.38,2,-1,0,3,1
41,2,1,0,0,0.39,1,0,0,21,9,5.49,2,-1,0,3,2
31,1,2,1,0,-8.06,1,1,0,24,5,2.05,3,-1,0,3,1
41,4,1,2,0,0.72,1,0,2,7,8,7.64,3,-1,0,3,1
40,1,1,1,0,5.98,1,0,2,13,8,0.69,11,-1,0,3,1
31,9,1,2,0,15.7,1,0,0,8,11,2.13,4,184,5,2,1
55,1,0,3,0,2.76,1,0,0,13,8,0.35,1,-1,0,3,1
56,11,0,0,0,5.58,0,0,2,11,6,1.19,1,-1,0,3,1
55,4,1,2,0,5.4,0,0,0,19,9,1.24,2,-1,0,3,1
29,7,2,1,0,4.73,1,1,2,9,8,1.8,2,-1,0,3,1
35,2,0,1,0,-0.69,1,0,2,5,8,3.0,1,-1,0,3,1
42,9,2,1,0,8.23,1,0,0,28,4,1.37,1,-1,0,3,1
38,4,1,2,0,13.08,1,0,0,2,3,6.26,1,-1,0,3,2
46,1,1,0,0,2.48,0,1,0,6,1,1.96,2,-1,0,3,1
31,7,2,1,1,0.68,1,0,2,9,8,1.69,2,-1,0,3,1
37,6,1,0,0,0.67,0,0,0,31,5,1.38,3,-1,0,3,1
37,4,1,2,0,5.47,1,1,2,21,8,1.43,1,-1,0,3,1
45,1,1,1,0,0.0,0,0,0,14,1,2.15,2,-1,0,3,1
26,0,2,1,0,1.41,1,0,0,18,8,0.19,4,349,6,1,1
51,7,1,1,0,-4.37,0,1,0,30,5,1.3,3,-1,0,3,1
38,1,1,0,0,32.89,0,0,2,9,6,5.53,2,-1,0,3,1
51,4,1,2,0,19.9,0,0,1,31,5,2.51,5,-1,0,3,1
40,9,2,2,0,6.93,0,0,0,30,4,4.27,1,-1,0,3,1
38,0,1,1,0,0.01,0,0,2,6,8,0.76,1,-1,0,3,1
51,5,0,0,0,11.93,1,0,0,30,5,0.85,2,-1,0,3,1
26,0,1,1,0,3.54,1,0,0,8,8,2.82,5,347,5,1,1
27,0,2,1,0,0.01,1,0,2,12,8,0.86,1,-1,0,3,1
33,7,1,1,0,0.07,1,1,0,18,8,0.55,1,-1,0,3,1
47,1,1,1,0,0.71,1,0,0,11,8,1.7,1,370,1,0,1
57,9,1,1,0,1.92,0,0,0,3,3,1.19,4,-1,0,3,1
38,2,1,1,0,28.49,1,0,2,28,8,1.66,3,-1,0,3,1
30,2,2,2,0,9.99,0,0,0,22,8,1.57,3,-1,0,3,1
34,1,2,1,0,37.23,1,0,2,27,8,0.47,5,-1,0,3,1
29,4,1,2,0,56.98,0,0,0,25,5,1.98,1,-1,0,3,1
48,9,1,1,0,0.0,1,1,2,15,8,9.64,2,-1,0,3,1
36,4,2,2,0,3.17,0,0,2,16,6,3.48,1,-1,0,3,1
51,9,0,1,0,79.28,1,0,0,20,9,1.24,1,-1,0,3,1
52,4,1,1,0,2.64,0,0,0,20,1,0.68,8,-1,0,3,1
37,1,2,1,0,20.32,1,0,2,21,8,1.58,2,-1,0,3,1
44,1,1,1,0,13.4,1,0,2,13,8,2.44,1,-1,0,3,1
30,9,2,1,0,0.07,0,0,0,26,1,0.75,4,-1,0,3,1
30,4,2,2,0,25.92,0,0,0,19,9,0.5,1,-1,0,3,1
80,5,1,0,0,29.54,0,0,0,25,11,1.44,1,-1,0,3,1
38,9,1,1,0,10.63,1,0,0,21,9,0.51,5,113,2,0,1
51,9,1,1,0,5.0,1,0,0,20,9,0.26,6,-1,0,3,1
46,4,0,2,0,1.94,0,0,0,28,4,0.97,1,-1,0,3,1
39,4,1,2,0,284.33,0,0,0,13,1,2.47,2,-1,0,3,1
33,4,1,2,0,0.85,1,0,0,22,5,7.02,2,-1,0,3,1
61,3,1,2,0,7.46,0,0,0,7,1,1.08,4,-1,0,3,1
36,1,1,1,0,-3.08,1,0,0,7,5,2.79,11,-1,0,3,1
29,4,1,2,0,-3.46,0,0,0,29,4,2.9,2,-1,0,3,1
60,1,1,0,0,0.14,1,1,0,15,8,7.81,4,178,3,0,1
23,1,2,1,0,40.84,1,0,2,3,6,1.18,7,-1,0,3,1
31,9,2,1,0,40.4,1,0,2,2,6,2.13,2,-1,0,3,1
39,1,1,1,0,8.54,1,1,0,6,8,1.81,1,-1,0,3,1
35,7,2,1,0,5.68,1,0,2,16,8,4.69,2,-1,0,3,1
37,9,1,2,0,0.88,0,0,0,6,8,1.95,1,90,3,1,2
49,2,0,1,0,103.5,0,1,0,24,5,3.46,1,-1,0,3,1
37,4,2,2,0,80.66,0,0,1,13,1,0.57,1,-1,0,3,1
30,8,2,1,0,16.81,0,0,0,7,2,3.29,2,-1,0,3,2
40,0,1,1,0,25.74,1,0,0,20,9,5.17,1,-1,0,3,1
36,9,2,1,0,0.75,1,0,0,12,8,4.85,2,342,4,1,1
43,9,1,0,0,48.44,1,0,0,19,9,4.34,1,-1,0,3,1
45,9,0,1,0,0.0,1,0,2,27,8,1.65,2,-1,0,3,1
57,1,1,0,0,0.47,0,1,2,3,5,3.26,1,-1,0,3,1
34,2,2,2,0,12.95,1,0,0,3,3,2.46,1,-1,0,3,1
35,10,1,1,0,5.47,1,0,0,6,3,5.27,2,-1,0,3,1
50,3,0,0,0,0.34,1,0,0,22,5,1.6,2,-1,0,3,1
35,4,1,2,0,0.0,1,0,0,16,0,5.63,1,-1,0,3,1
28,8,2,2,0,0.03,0,0,0,11,9,1.35,2,148,1,1,1
47,4,2,2,0,5.51,0,0,0,29,10,1.24,1,-1,0,3,2
36,4,1,2,0,13.55,1,0,2,20,6,2.56,8,-1,0,3,1
44,7,2,1,0,4.92,1,0,0,12,8,0.56,1,361,2,1,1
43,2,1,1,0,0.0,0,0,1,24,5,1.22,12,-1,0,3,1
50,1,1,1,0,2.35,0,0,0,11,1,0.71,2,-1,0,3,1
37,9,2,2,0,61.01,0,0,0,4,8,0.6,5,87,1,2,1
59,5,1,0,0,55.21,1,1,2,13,8,0.94,1,-1,0,3,1
34,4,1,2,0,0.99,0,1,0,3,3,2.64,2,-1,0,3,1
30,0,0,1,0,0.1,1,0,0,18,5,6.58,2,-1,0,3,2
38,1,1,1,0,7.48,1,0,0,31,1,0.98,3,-1,0,3,1
35,9,0,1,0,0.0,0,0,2,21,8,1.62,1,-1,0,3,1
38,10,1,0,0,-3.63,0,0,2,12,6,3.4,2,-1,0,3,1
42,1,1,0,0,16.73,1,0,0,17,0,6.36,3,-1,0,3,2
46,0,2,1,0,1.48,1,0,0,5,8,0.85,4,-1,0,3,1
53,9,2,2,0,1.18,0,0,0,14,5,4.31,3,-1,0,3,1
40,9,1,1,1,-4.32,1,1,0,20,1,14.64,3,-1,0,3,1
36,1,1,0,0,15.8,1,0,0,14,5,6.15,3,-1,0,3,1
36,4,1,2,0,3.32,1,0,0,22,8,5.66,7,-1,0,3,1
48,2,2,1,0,0.0,1,0,0,6,8,2.36,1,-1,0,3,1
38,4,1,2,0,34.52,0,0,0,13,1,1.32,2,-1,0,3,1
46,4,1,2,0,10.38,1,1,2,15,8,2.0,3,-1,0,3,1
37,1,1,1,0,1.25,0,0,2,26,8,6.79,2,-1,0,3,2
52,7,1,1,0,16.45,0,0,0,28,1,2.48,1,-1,0,3,1
56,4,0,2,0,4.42,0,0,2,28,8,0.77,3,-1,0,3,1
29,4,1,2,0,12.58,1,0,0,29,4,2.87,1,-1,0,3,1
50,4,1,1,0,0.0,0,0,0,27,1,0.97,7,-1,0,3,1
36,4,1,2,0,1.14,0,0,0,13,1,3.42,1,-1,0,3,1
47,4,2,2,0,81.06,0,0,0,29,5,3.4,3,-1,0,3,1
40,8,1,1,0,2.6,0,0,2,20,6,1.97,6,-1,0,3,1
37,1,1,1,0,4.54,1,0,2,12,8,1.15,1,-1,0,3,1
48,0,0,1,0,11.8,0,0,0,27,4,1.42,1,238,3,1,2
41,9,1,1,0,2.01,0,1,0,14,5,0.53,8,-1,0,3,1
46,1,2,1,0,3.32,0,0,0,30,4,0.11,4,-1,0,3,1
32,4,2,2,0,0.23,0,0,0,22,8,1.37,2,-1,0,3,1
35,7,1,1,0,13.85,1,0,0,29,4,3.31,1,-1,0,3,1
31,1,2,1,0,0.0,0,0,0,14,5,3.87,2,-1,0,3,1
23,9,2,3,0,2.31,1,0,0,7,8,5.6,3,367,1,1,1
33,7,1,1,0,1.14,0,1,2,3,5,6.76,1,-1,0,3,2
32,4,2,2,0,19.66,0,0,0,18,1,1.76,3,-1,0,3,1
42,6,1,1,0,15.08,1,0,0,29,5,1.78,3,-1,0,3,1
30,4,2,2,0,68.25,0,0,0,4,3,2.17,2,-1,0,3,1
45,0,1,1,0,2.56,0,0,0,21,9,1.35,2,-1,0,3,1
55,1,1,1,0,10.78,1,1,0,15,8,0.41,1,-1,0,3,1
36,4,1,2,0,35.37,1,0,0,21,9,1.15,2,-1,0,3,1
48,1,1,1,0,9.17,1,0,0,28,5,1.03,5,-1,0,3,1
39,3,1,1,0,14.44,0,0,1,25,5,3.62,8,-1,0,3,2
50,9,1,1,0,70.98,1,0,2,29,8,0.92,1,-1,0,3,1
24,9,2,1,0,23.55,1,0,2,17,6,1.58,3,-1,0,3,1
37,1,1,0,0,3.98,1,1,2,20,8,3.09,1,-1,0,3,1
43,9,0,1,0,3.05,1,0,0,5,8,6.74,2,250,4,0,1
28,4,1,2,0,2.64,0,0,0,28,4,1.83,1,-1,0,3,1
44,0,0,1,0,-0.43,1,1,0,20,0,2.06,1,-1,0,3,1
29,0,0,2,1,0.0,0,1,0,9,5,4.26,3,-1,0,3,2
42,1,1,1,0,-9.72,1,0,2,29,8,1.46,1,-1,0,3,1
32,0,2,2,0,9.02,1,0,0,18,8,0.5,7,-1,0,3,1
57,5,1,1,0,2.74,0,1,2,20,6,0.41,3,-1,0,3,1
31,3,1,0,0,26.03,1,0,0,18,9,2.24,1,-1,0,3,1
60,5,1,2,0,66.84,1,1,0,5,3,1.73,1,-1,0,3,1
29,4,2,2,0,6.42,0,0,0,2,3,1.56,3,-1,0,3,1
28,1,2,0,0,4.42,0,0,0,30,4,1.57,2,-1,0,3,1
51,9,2,1,0,5.11,1,1,2,28,8,0.67,2,-1,0,3,1
33,9,2,1,0,121.77,0,0,0,18,1,0.76,5,-1,0,3,1
24,9,2,2,0,3.68,0,0,0,7,10,1.97,2,-1,0,3,1
37,7,1,1,0,40.17,0,0,0,30,0,6.65,2,196,1,2,2
59,4,1,2,0,53.97,0,0,0,23,6,6.71,3,-1,0,3,2
37,1,1,1,0,2.87,1,0,2,6,6,1.91,2,-1,0,3,1
56,4,1,2,0,16.74,1,1,0,10,5,1.43,1,-1,0,3,1
49,4,2,2,0,10.93,1,0,0,18,9,1.52,1,-1,0,3,1
28,8,2,2,0,15.62,0,0,0,15,3,6.59,4,-1,0,3,2
38,1,2,1,0,10.12,1,1,1,17,9,0.69,1,-1,0,3,1
39,4,1,2,0,2.78,0,1,0,28,5,0.6,3,-1,0,3,1
51,7,1,1,0,-1.78,1,1,2,29,8,0.48,1,-1,0,3,1
46,7,1,1,0,12.27,1,1,2,30,8,1.35,1,-1,0,3,1
38,0,1,1,0,0.66,1,0,0,14,8,0.51,1,365,7,0,1
47,6,1,1,1,0.02,0,0,0,5,3,2.36,2,-1,0,3,1
32,9,1,1,0,2.53,1,0,0,21,9,0.76,1,170,3,0,1
32,1,1,1,0,18.79,0,0,0,6,3,5.91,8,-1,0,3,2
33,1,1,0,0,4.15,1,0,0,5,8,3.16,1,337,4,2,1
39,9,1,2,0,1.23,1,0,2,30,8,1.27,1,-1,0,3,1
41,4,2,2,0,13.55,0,0,0,23,5,1.79,2,-1,0,3,1
31,4,1,2,0,3.03,1,0,2,14,8,1.43,1,-1,0,3,1
35,4,1,2,0,4.4,1,0,2,20,8,1.1,1,-1,0,3,1
52,9,1,3,0,6.68,1,0,0,31,5,2.12,4,-1,0,3,1
38,2,1,1,0,3.51,1,0,0,4,3,1.12,1,244,3,0,1
60,5,1,0,0,2.19,0,0,0,29,1,2.35,2,-1,0,3,1
40,1,1,0,0,-3.88,1,0,0,4,8,1.95,3,340,1,0,1
45,1,1,1,0,0.28,0,1,0,4,3,2.15,1,222,1,1,1
52,1,1,0,0,29.77,0,0,0,18,1,2.86,5,-1,0,3,1
33,9,2,2,0,1.25,0,0,1,29,1,0.66,2,-1,0,3,1
48,1,1,0,0,10.8,1,0,0,11,8,1.97,2,-1,0,3,1
26,1,2,1,0,-1.88,0,0,1,16,5,1.98,1,-1,0,3,1
29,9,2,1,0,5.34,1,0,0,18,8,3.82,1,-1,0,3,1
37,7,0,0,1,-4.75,0,0,2,20,6,0.27,5,-1,0,3,1
43,0,1,3,0,3.5,0,0,2,6,8,4.37,1,-1,0,3,1
33,0,1,1,0,0.0,0,0,2,19,8,3.26,2,-1,0,3,1
36,8,2,1,0,35.51,1,0,1,15,8,1.34,9,-1,0,3,1
35,9,2,2,0,24.53,1,0,0,13,1,1.19,2,-1,0,3,1
36,0,1,1,0,1.62,1,1,0,20,0,3.4,2,-1,0,3,1
57,4,1,2,0,3.75,0,0,0,21,10,1.35,1,-1,0,3,2
36,1,1,0,0,83.26,1,0,2,27,8,0.2,4,-1,0,3,1
58,5,1,2,0,14.25,0,0,0,30,0,2.24,1,-1,0,3,2
40,4,1,2,0,-0.83,1,1,0,11,5,1.31,2,-1,0,3,1
34,8,2,3,0,23.21,0,0,0,9,9,6.0,2,99,5,0,1
59,4,1,2,0,0.0,0,0,0,17,9,0.9,2,110,2,0,1
39,0,0,1,0,-3.49,1,0,2,5,8,6.11,2,-1,0,3,1
28,7,1,1,0,0.0,1,0,0,5,8,3.35,2,281,8,0,1
33,4,2,2,0,23.6,1,0,0,20,9,2.68,1,-1,0,3,1
57,4,0,3,0,8.54,0,0,0,6,10,4.8,1,40,5,2,2
35,4,0,2,0,7.88,1,0,2,7,8,2.97,3,-1,0,3,1
52,4,2,2,0,-3.34,1,0,0,6,8,4.02,2,-1,0,3,1
33,1,1,0,0,-0.81,1,0,2,8,8,2.67,1,-1,0,3,1
34,4,1,2,0,6.9,1,0,0,1,6,0.95,2,-1,0,3,1
52,9,1,1,0,2.79,0,1,0,14,5,1.97,3,-1,0,3,1
46,1,0,1,0,1.38,0,0,0,19,9,2.77,1,-1,0,3,1
46,4,1,2,0,4.73,1,0,0,18,1,2.01,4,-1,0,3,1
43,6,1,2,0,30.03,0,0,0,8,1,3.58,3,-1,0,3,1
48,4,1,0,0,6.06,0,0,0,7,11,5.89,3,186,6,0,1
38,4,0,0,0,20.64,1,0,0,11,8,2.96,1,-1,0,3,1
27,4,2,2,0,18.4,0,0,0,1,6,2.2,1,28,8,1,2
65,5,1,0,0,3.43,0,0,1,5,3,1.59,2,-1,0,3,1
51,9,1,1,0,0.0,1,0,0,17,9,0.7,1,-1,0,3,1
32,9,1,2,0,80.23,0,0,0,17,1,2.19,1,84,2,0,1
31,0,2,2,0,2.53,1,0,0,13,8,0.82,5,355,4,0,1
60,5,1,3,0,0.79,1,0,2,15,8,3.01,1,-1,0,3,1
56,1,1,0,0,7.7,1,0,2,20,6,0.59,3,-1,0,3,1
29,0,2,1,0,3.05,1,0,0,6,8,1.38,2,-1,0,3,1
56,9,1,1,0,5.82,1,0,0,24,5,1.14,4,-1,0,3,1
32,1,0,0,0,1.58,1,0,0,5,3,7.28,4,253,1,0,1
58,5,1,2,0,9.41,0,1,0,9,5,2.54,1,-1,0,3,1
30,9,0,2,0,3.17,1,0,0,15,8,1.65,3,294,5,0,1
30,1,1,1,0,0.02,1,1,0,17,0,2.91,2,326,1,0,1
47,4,2,2,0,3.24,0,1,0,6,1,0.72,1,-1,0,3,1
47,1,1,0,0,14.52,1,1,0,4,1,1.66,2,-1,0,3,1
35,0,2,1,0,0.1,0,1,0,12,8,3.57,1,175,4,0,1
27,9,2,0,0,10.22,1,0,2,19,8,4.45,2,-1,0,3,1
24,1,1,1,0,-3.89,1,1,2,4,6,12.42,1,-1,0,3,2
41,4,1,2,0,0.24,0,0,0,27,1,1.3,8,-1,0,3,1
35,0,1,1,0,-2.57,0,0,0,28,4,1.17,3,-1,0,3,1
47,4,1,2,0,2.88,0,0,0,31,7,1.93,1,181,1,2,2
25,4,2,1,0,19.23,0,1,0,8,5,0.71,1,-1,0,3,1
31,3,1,0,0,-3.67,1,1,1,7,5,3.52,2,-1,0,3,1
32,1,2,1,0,-2.19,1,0,0,7,8,4.46,6,342,2,0,1
31,4,1,2,0,-6.92,1,1,0,6,8,1.17,2,-1,0,3,1
82,5,1,0,0,1.03,0,0,0,1,11,3.68,1,-1,0,3,1
43,0,1,1,0,11.59,1,0,0,14,0,1.14,2,-1,0,3,1
34,4,2,2,0,52.84,1,0,0,29,5,1.98,5,-1,0,3,1
61,6,0,2,0,525.87,0,0,0,10,1,2.9,1,-1,0,3,2
31,9,2,2,0,8.49,0,0,0,19,9,0.94,1,-1,0,3,1
59,4,0,2,0,33.9,0,0,0,29,5,0.43,2,-1,0,3,1
47,5,1,0,0,-4.68,0,1,2,25,6,2.68,1,-1,0,3,1
52,1,1,0,0,3.36,0,1,1,17,5,3.81,7,-1,0,3,1
32,1,2,1,0,6.04,0,1,0,28,8,0.95,3,-1,0,3,1
34,2,1,1,0,-1.39,1,1,2,27,8,4.92,2,-1,0,3,1
31,1,1,1,0,22.89,1,1,0,20,0,0.79,1,151,1,0,1
54,9,0,1,0,27.49,1,0,0,3,3,3.41,2,-1,0,3,1
47,4,1,2,0,0.0,0,0,0,4,1,4.91,1,-1,0,3,1
35,9,2,0,0,7.44,1,0,0,7,0,10.96,1,-1,0,3,1
57,9,1,1,0,10.78,1,0,2,5,8,0.1,4,-1,0,3,1
31,4,1,2,0,31.6,1,0,0,26,0,6.88,2,-1,0,3,2
38,1,1,1,0,16.27,0,0,2,16,6,13.23,9,-1,0,3,2
50,7,1,1,0,9.01,1,0,2,20,6,0.08,6,-1,0,3,1
29,9,2,2,0,0.0,1,0,2,7,8,1.04,2,-1,0,3,1
40,6,2,2,0,6.28,0,0,0,30,4,0.9,1,-1,0,3,1
31,9,0,1,0,-1.74,0,1,0,30,5,1.13,10,-1,0,3,1
34,0,1,1,0,2.56,0,0,2,27,8,3.88,2,-1,0,3,1
50,7,1,1,0,9.92,1,0,2,30,8,4.07,1,-1,0,3,1
61,4,1,1,0,9.67,0,0,0,20,1,1.8,1,-1,0,3,1
44,2,1,1,1,-8.48,1,0,2,19,8,4.68,1,-1,0,3,1
35,4,1,2,0,0.43,1,0,0,20,0,8.6,1,-1,0,3,2
29,1,1,0,0,0.5,0,0,0,8,5,1.85,2,-1,0,3,1
47,0,1,1,0,7.69,1,0,0,5,8,1.83,1,265,2,0,1
42,9,1,3,0,15.59,0,0,0,11,1,1.55,1,103,1,2,1
32,4,2,2,0,0.0,0,0,0,21,9,0.09,6,-1,0,3,1
46,9,0,1,0,0.0,0,0,1,14,1,1.35,8,-1,0,3,1
45,0,1,1,0,34.93,1,0,0,8,5,4.98,1,-1,0,3,1
32,1,1,1,0,0.01,1,0,2,8,8,1.02,1,-1,0,3,1
59,4,1,2,0,1.23,1,0,0,30,5,0.7,6,-1,0,3,1
51,9,0,3,0,35.6,1,0,0,30,5,3.34,6,-1,0,3,1
33,4,2,2,0,3.73,0,1,0,28,4,1.69,3,93,1,0,1
44,1,1,1,0,30.6,1,0,0,20,9,1.13,1,189,2,0,1
32,7,2,1,0,68.57,0,0,0,2,3,2.16,1,-1,0,3,1
31,0,1,1,0,7.13,1,0,0,20,9,3.73,1,-1,0,3,1
31,9,2,1,0,0.0,1,0,0,6,8,2.39,3,-1,0,3,1
55,5,0,2,0,12.18,0,1,2,5,6,1.45,1,-1,0,3,1
47,11,1,3,0,1.94,0,0,0,4,1,1.08,1,-1,0,3,1
68,5,1,1,0,4.45,0,0,0,18,3,4.75,1,-1,0,3,2
34,2,1,2,0,8.42,1,0,0,6,8,1.41,2,-1,0,3,1
44,0,1,1,0,0.06,0,1,0,21,5,1.14,2,-1,0,3,1
42,1,1,0,0,34.05,1,0,2,15,8,2.21,2,-1,0,3,1
34,3,1,2,0,49.58,1,0,0,19,9,1.75,1,183,1,0,1
52,1,1,1,0,13.19,0,0,1,30,0,0.37,2,-1,0,3,1
55,1,1,0,0,7.28,1,0,0,7,8,2.47,1,-1,0,3,1
47,10,1,1,0,32.87,1,1,2,17,6,1.26,1,-1,0,3,1
30,9,2,1,0,47.87,1,0,2,4,6,0.99,2,-1,0,3,1
39,1,1,0,0,15.64,0,0,2,17,6,0.57,1,-1,0,3,1
33,1,1,1,0,-3.46,1,1,2,23,8,0.29,3,-1,0,3,1
52,0,1,1,0,11.13,0,1,0,8,5,0.83,1,-1,0,3,1
47,7,0,1,0,-17.3,1,1,0,18,8,1.78,3,-1,0,3,1
53,9,1,1,0,48.07,0,0,1,19,3,2.55,3,-1,0,3,1
34,1,1,1,0,0.02,1,0,0,12,8,0.06,5,-1,0,3,1
34,4,2,2,0,14.94,1,0,0,18,9,5.96,1,182,1,1,2
49,6,1,2,0,2.06,1,0,2,23,5,1.08,2,-1,0,3,1
33,9,1,1,0,2.64,0,0,0,28,1,1.8,4,-1,0,3,1
56,5,1,2,0,8.39,0,1,0,18,9,6.3,1,187,2,1,1
37,0,2,2,0,125.81,0,0,2,16,6,1.55,4,-1,0,3,1
48,0,1,1,0,3.44,0,0,0,30,0,3.64,1,86,2,1,1
59,1,1,1,0,1.35,1,0,0,6,0,1.97,1,-1,0,3,1
34,1,2,2,0,-3.03,1,0,0,18,8,0.17,5,355,2,0,1
56,2,1,0,0,0.84,0,0,0,29,4,1.84,2,-1,0,3,1
48,4,1,2,0,5.86,1,1,0,6,8,1.79,2,-1,0,3,1
32,9,2,2,0,15.27,1,0,0,9,3,1.72,1,92,3,0,1
30,4,1,2,0,19.08,0,0,0,5,1,2.22,1,-1,0,3,1
40,7,2,1,0,3.26,1,0,0,18,9,1.24,1,175,1,0,1
32,4,1,2,0,0.0,1,0,2,16,8,3.87,1,-1,0,3,1
36,10,1,1,0,174.58,0,0,0,23,11,3.9,2,-1,0,3,1
44,2,1,1,0,-1.65,1,1,2,4,6,1.84,2,-1,0,3,1
59,1,1,0,0,6.38,0,0,0,6,1,1.7,2,-1,0,3,1
48,11,1,3,0,5.58,0,0,0,25,1,4.33,6,-1,0,3,1
24,9,2,1,0,9.87,0,1,0,17,6,2.08,4,-1,0,3,1
35,1,1,1,0,6.45,1,0,0,29,4,1.14,1,-1,0,3,1
44,4,0,2,0,0.0,0,0,0,22,1,0.54,2,-1,0,3,1
45,10,2,1,0,0.33,0,0,0,5,3,4.37,1,-1,0,3,1
38,4,1,2,0,6.55,0,0,0,3,3,3.89,3,-1,0,3,1
25,0,2,1,0,1.31,1,1,2,9,8,2.37,1,-1,0,3,1
30,9,2,1,0,-2.32,0,1,0,7,1,1.18,2,-1,0,3,1
30,0,1,1,0,22.84,1,0,0,19,9,1.54,1,-1,0,3,1
41,4,1,2,0,13.87,1,0,0,18,8,1.54,2,-1,0,3,1
45,7,1,1,0,15.5,1,0,2,5,6,1.27,6,-1,0,3,1
40,1,1,0,0,6.65,1,0,0,5,3,1.77,3,211,1,2,1
46,4,1,0,0,3.12,1,0,0,7,5,1.13,2,-1,0,3,1
40,7,1,0,0,3.52,1,0,0,10,5,2.58,1,-1,0,3,1
33,4,0,2,0,0.01,1,0,0,5,3,0.26,8,267,1,1,1
50,9,1,1,0,14.12,0,0,0,6,1,1.31,3,-1,0,3,1
48,4,0,2,0,6.57,0,1,0,29,4,2.51,2,-1,0,3,1
78,5,0,2,0,10.16,0,0,0,22,6,5.24,1,-1,0,3,1
59,3,1,0,0,9.35,1,0,0,19,9,1.03,3,166,2,0,1
34,1,1,0,0,-1.44,1,0,2,6,8,0.79,2,-1,0,3,1
53,1,1,0,0,14.09,1,0,0,2,0,4.64,1,287,1,0,1
34,4,1,2,0,1.15,1,0,0,26,0,1.17,3,-1,0,3,1
53,5,0,2,0,5.99,1,0,2,13,8,3.22,3,-1,0,3,1
71,5,1,1,0,20.64,0,0,0,9,9,3.79,2,92,3,0,1
45,1,1,0,0,-0.66,1,0,2,6,8,2.63,2,-1,0,3,1
30,6,2,1,0,2.99,1,0,2,16,8,6.79,17,-1,0,3,1
41,1,1,0,0,3.81,0,0,2,25,6,3.05,4,-1,0,3,1
81,5,0,0,0,9.49,0,0,0,27,11,1.88,2,280,1,1,2
33,1,2,1,0,-3.2,0,0,0,18,8,2.68,2,-1,0,3,1
35,0,1,1,0,46.98,1,0,2,16,6,3.59,1,-1,0,3,1
32,4,2,2,0,2.02,0,0,0,4,8,0.16,5,-1,0,3,1
34,0,1,1,0,0.5,1,0,2,20,8,0.89,2,-1,0,3,1
40,1,1,3,0,-0.04,1,0,2,7,8,3.11,1,-1,0,3,1
57,4,1,1,0,33.81,1,0,2,15,8,0.75,1,-1,0,3,1
51,7,1,0,0,6.36,1,1,1,18,8,0.36,6,-1,0,3,1
48,7,1,1,0,13.55,0,0,0,12,1,4.09,7,-1,0,3,1
19,8,2,0,0,1.03,0,0,0,10,5,1.04,2,-1,0,3,2
30,4,2,2,0,3.76,1,0,0,21,9,7.1,1,-1,0,3,2
36,1,0,1,0,2.21,1,0,2,20,8,1.89,1,-1,0,3,1
38,9,0,1,0,5.66,1,0,0,8,8,0.44,2,275,2,0,1
38,1,1,1,0,-2.88,1,1,0,18,9,0.68,1,165,2,0,1
37,1,1,0,0,15.34,1,0,2,3,6,1.26,4,-1,0,3,1
42,4,1,2,0,-3.23,1,0,0,7,1,1.35,2,-1,0,3,1
26,4,2,2,1,-1.3,1,0,0,18,8,2.16,1,-1,0,3,1
56,4,1,2,0,1.71,0,1,1,17,5,6.1,2,-1,0,3,1
57,1,1,3,0,41.48,0,0,2,18,6,3.4,3,-1,0,3,1
30,9,2,1,0,12.86,0,0,1,28,1,0.44,12,-1,0,3,1
52,2,2,2,0,34.69,1,0,0,20,9,6.53,1,-1,0,3,2
51,4,1,2,0,26.35,0,0,0,8,7,2.09,2,188,3,2,1
50,0,1,1,0,12.41,1,1,1,17,9,0.49,2,-1,0,3,1
42,4,1,2,0,4.41,0,0,0,7,1,2.96,9,-1,0,3,1
57,5,1,0,0,29.61,0,0,0,20,0,1.28,2,-1,0,3,1
32,9,1,1,0,12.42,1,0,2,2,6,1.83,3,-1,0,3,1
60,3,1,0,0,1.82,0,0,0,6,8,1.41,1,10,10,0,1
43,7,1,1,0,0.43,1,0,0,18,8,1.99,1,-1,0,3,1
22,7,2,1,0,3.44,1,0,0,18,8,3.47,1,-1,0,3,2
31,9,2,1,0,7.98,0,0,1,26,1,0.66,10,-1,0,3,1
42,4,1,0,0,53.1,1,0,0,22,8,5.45,2,186,1,2,2
38,1,1,1,0,10.05,0,0,2,20,6,0.76,12,-1,0,3,1
39,1,2,1,0,11.7,0,0,2,6,6,3.83,1,-1,0,3,1
46,1,1,1,0,9.42,0,0,1,22,5,4.25,2,-1,0,3,1
29,0,2,1,0,2.1,0,1,0,8,5,1.4,1,-1,0,3,1
