SAFE165,SAFE4,SAFE90,SAFE11,SAFE10,SAFE1,SAFE23,SAFE7,SAFE5,SAFE30,SAFE9,SAFE15,SAFE33,SAFE2,SAFE89,SAFE13,SAFE17,SAFE3,SAFE134,SAFE141,SAFE29,SAFE16,SAFE27,SAFE19,SAFE21,SAFE24,SAFE14,SAFE64,SAFE44,SAFE12,SAFE100,SAFE38,SAFE86,SAFE35,SAFE101,SAFE102,SAFE103,SAFE104,SAFE105,SAFE106,SAFE107,SAFE108,SAFE109,SAFE110,SAFE111,SAFE112,SAFE113,SAFE114,SAFE115,SAFE116,SAFE117,SAFE118,SAFE119,SAFE120,SAFE121,SAFE122,SAFE123,SAFE124,SAFE125,SAFE126,SAFE127,SAFE128,SAFE129,SAFE130,SAFE131,SAFE132,SAFE133,SAFE135,SAFE136,SAFE137,SAFE138,SAFE139,SAFE140,SAFE142,SAFE143,SAFE144,SAFE145,SAFE146,SAFE147,SAFE148,SAFE149,SAFE150,SAFE151,SAFE152,SAFE153,SAFE154,SAFE155,SAFE156,SAFE157,SAFE158,SAFE160,SAFE161,SAFE162,SAFE163,SAFE164,SAFE166,SAFE167,SAFE168,SAFE18,SAFE20,SAFE22,SAFE25,SAFE26,SAFE28,SAFE31,SAFE32,SAFE34,SAFE36,SAFE37,SAFE39,SAFE40,SAFE41,SAFE42,SAFE43,SAFE45,SAFE46,SAFE47,SAFE48,SAFE49,SAFE50,SAFE51,SAFE52,SAFE53,SAFE54,SAFE55,SAFE56,SAFE57,SAFE58,SAFE59,SAFE6,SAFE60,SAFE61,SAFE62,SAFE63,SAFE65,SAFE66,SAFE67,SAFE68,SAFE69,SAFE70,SAFE71,SAFE72,SAFE73,SAFE74,SAFE75,SAFE76,SAFE77,SAFE78,SAFE79,SAFE8,SAFE80,SAFE81,SAFE82,SAFE83,SAFE84,SAFE85,SAFE87,SAFE88,SAFE91,SAFE92,SAFE93,SAFE94,SAFE95,SAFE96,SAFE97,SAFE98,SAFE99,COM1ACT0ESS,CIRCULARITY,DISTA0CE CIRCULARITY,RADIUS RATIO,1R.AXIS AS1ECT RATIO,MAX.LE0GTH AS1ECT RATIO,SCATTER RATIO,ELO0GATED0ESS,1R.AXIS RECTA0GULARITY,MAX.LE0GTH RECTA0GULARITY,SCALED VARIA0CE_MAJOR,SCALED VARIA0CE_MI0OR,SCALED RADIUS OF GYRATIO0,SKEW0ESS ABOUT_MAJOR,SKEW0ESS ABOUT_MI0OR,KURTOSIS ABOUT_MAJOR,KURTOSIS ABOUT_MI0OR,HOLLOWS RATIO,Label
29874944,503,63,77,-145,430,73,69,40,9,1255,-63,897,145024,70,184,511,11264,4024,72947072,185,159,3010,152,53200,133,19,28160,151,88200,207,-1096,665,129536,193,16,-357,26,12,20,1903,704200,1014,257033,4410,1610,4214000,-1545,-203000,1337,-1463,-88200,1477,-1323,1552,-1248,212800,1438,1362,1337,1606,-1194,288400,1758,-752,631265,511,438,422,3440,-71,145527,144521,1758,752,631265,145176,-144872,22043648,144961,145087,-9136512,145101,144947,11166848,145454,144594,62360320,156288,-133760,1332,1178,96635,145230,144818,129473,129599,-8160768,107800,206,80,88,1272,704,-79065,-55,1463,-2,1414,199545,1014,8,257033,167,1207,201,354112,1758,-752,631265,888,520,863,545,111936,641,-767,-44352,1414,200,-1096,199545,744,664,720,688,773,635,48576,910,498,-504,31390,8,495,1192,-1318,96,80,47,77,-61,552,1400,66,195,167,38,95,7,437,-423,54,329,490,1064,102,95,47,73,195,70,7,167,38,20,152,184,430,185,69,9,19,200,206,1
33731100,419,6,66,-140,347,72,81,38,1,952,-54,673,181350,60,180,432,6825,5447,75985650,178,152,2082,146,48048,90,15,37050,139,6552,188,-800,486,175500,176,7,-275,21,9,19,1511,457548,851,181008,3174,990,2273544,-1232,-152880,1038,-1146,-58968,1158,-1026,1238,-946,159432,1136,1048,1086,1278,-906,203112,1371,-533,398888,432,360,334,4511,-67,181769,180931,1371,533,398888,181496,-181204,26477100,181296,181404,-9792900,181416,181284,11969100,181697,181003,62928450,188175,-174525,1018,886,62832,181536,181164,175446,175554,-9477000,72072,186,78,75,1976,975,-51408,-41,1098,5,1104,144704,851,13,181008,165,1394,556,408525,1371,-533,398888,1155,795,1127,823,148200,921,-1029,-52650,1104,182,-800,144704,1013,937,982,968,1056,894,78975,1161,789,-702,24984,13,406,898,-1006,88,62,44,94,-68,1053,1092,66,139,153,44,81,6,353,-341,50,264,360,876,87,81,44,72,139,60,6,153,44,19,146,180,347,178,81,1,15,182,186,1
534327030,317,35,63,-113,251,66,62,27,5,1294,-49,1090,2581290,56,151,462,149640,45965,818268930,114,127,1757,120,71757,203,29,336690,-18,49245,208,-1167,651,1882970,194,12,-185,36,22,18,1724,446019,779,146454,3164,350,2472099,-1520,-158991,1358,-1456,-68943,1470,-1344,1527,-1287,168840,1458,1356,1372,1614,-1200,291249,1611,-977,410198,462,396,106,36395,-194,2581607,2580973,1611,977,410198,2581410,-2581170,309754800,2581241,2581339,-126483210,2581353,2581227,162621270,2581541,2581039,647903790,2730930,-2431650,1357,1231,81522,2581497,2581083,1882921,1883019,-92265530,88641,207,73,86,18415,12470,-63406,96,1442,2,1421,164338,779,145,146454,272,12787,12153,3952990,1611,-977,410198,12621,12319,12597,12343,1583690,12421,-12519,-611030,1421,201,-1167,164338,12497,12443,12482,12458,12532,12408,773140,12677,12263,-7105,16566,145,172,1245,-1343,231,-59,34,207,83,8990,1407,59,140,130,51,93,7,258,-244,41,238,392,840,100,93,34,66,140,56,7,130,51,18,120,151,251,114,62,5,29,201,207,0
755943111,385,104,62,-138,308,77,64,35,13,1414,-46,1167,3760911,54,163,616,392931,88935,1447950735,174,154,2464,146,71392,40,5,654885,-77,161408,202,-1260,712,3049893,186,21,-231,13,-3,19,1937,597520,1001,237160,4016,912,3824128,-1690,-214176,1506,-1598,-71392,1614,-1490,1698,-1406,226592,1598,1506,1448,1753,-1351,311952,1799,-1029,544390,616,539,77,71148,-277,3761296,3760526,1799,1029,544390,3761057,-3760765,549093006,3760865,3760957,-173001906,3760973,3760849,233176482,3761219,3760603,1158360588,4153842,-3367980,1476,1352,87668,3761112,3760710,3049847,3049939,-140295078,96224,201,85,81,35574,18711,-65044,185,1656,-5,1568,217756,1001,231,237160,385,19096,18326,7203735,1799,-1029,544390,18874,18548,18865,18557,2881494,18665,-18757,-860706,1568,194,-1260,217756,18746,18676,18732,18690,18775,18647,1197504,18912,18510,-10626,23716,231,154,1368,-1460,312,-150,43,295,167,14784,1552,69,147,144,46,89,8,316,-300,51,344,432,1168,97,89,43,77,147,54,8,144,46,19,146,163,308,174,64,13,5,194,201,0
,778,252,77,-151,668,110,66,40,21,2177,-53,1550,11666550,65,228,1320,1878030,421676,,220,175,8016,163,72168,300,25,2276400,-367,586656,206,-2002,1404,12975480,182,33,-558,37,13,24,3106,1811184,2098,1026960,10344,5688,18661248,-2479,-351528,2275,-2381,-123384,2405,-2251,2491,-2165,379464,2359,2297,2076,2533,-2123,477240,2955,-1399,1693706,1320,1210,126,362056,-595,11667328,11665772,2955,1399,1693706,11666713,-11666387,1901647650,11666497,11666603,-618327150,11666627,11666473,898324350,11667218,11665882,,13544580,-9788520,2254,2100,167629,11666755,11666345,12975427,12975533,-687700440,179256,205,122,105,94850,56910,-115381,489,2580,-9,2352,380975,2098,542,1026960,717,57688,56132,44275980,2955,-1399,1693706,57138,56682,57085,56735,9959250,56857,-56963,-3016230,2352,194,-2002,380975,56950,56870,56943,56877,56976,56844,3756060,57115,56705,-28726,73480,542,236,2124,-2230,647,-437,52,608,476,35772,2328,98,228,212,31,117,12,680,-656,64,624,780,1956,129,117,52,110,228,65,12,212,31,24,163,228,668,220,66,21,25,194,205,0
1397700216,744,130,69,-146,635,109,70,39,13,1764,-49,1166,6919308,59,225,1090,787842,257424,,213,166,6350,156,61120,310,31,1335906,-180,248300,201,-1598,1090,7707150,181,23,-526,41,21,24,2654,1421040,1834,810960,8260,4440,12128500,-2056,-278860,1861,-1959,-93590,1979,-1841,2066,-1754,297960,1942,1878,1780,2112,-1708,385820,2508,-1020,1312416,1090,981,289,219710,-395,6920052,6918564,2508,1020,1312416,6919464,-6919152,1079412048,6919259,6919357,-339046092,6919377,6919239,477432252,6919943,6918673,,7707150,-6131466,1833,1695,121716,6919510,6919106,7707101,7707199,-377650350,131790,202,119,99,57436,34254,-86436,297,2040,-3,1930,292824,1834,346,810960,512,34998,33510,25484976,2508,-1020,1312416,34479,34029,34420,34088,5686164,34205,-34303,-1678446,1930,191,-1598,292824,34293,34215,34277,34231,34324,34184,2397780,34456,34052,-16954,69215,346,398,1715,-1813,445,-247,49,416,276,24220,1910,99,193,207,32,109,10,645,-625,59,490,590,1560,119,109,49,109,193,59,10,207,32,24,156,225,635,213,70,13,31,191,202,0
455158440,497,96,70,-140,418,79,67,38,12,1388,-54,1031,2298780,62,190,632,232200,67095,1142493660,193,156,3344,148,61120,120,15,441180,21,146688,199,-1232,752,2205900,183,20,-339,23,7,20,2025,759416,1129,314104,4872,1816,5109632,-1668,-213920,1474,-1582,-82512,1598,-1458,1676,-1380,226144,1568,1488,1432,1726,-1330,302544,1885,-891,689836,632,553,283,56430,-189,2299277,2298283,1885,891,689836,2298928,-2298632,340219440,2298726,2298834,-124134120,2298850,2298710,160914600,2299198,2298362,960890040,2530980,-2066580,1458,1318,97160,2298978,2298582,2205846,2205954,-119118600,106960,198,87,86,21060,11610,-74952,81,1624,-4,1544,216528,1129,135,314104,291,12107,11113,5770170,1885,-891,689836,11800,11420,11766,11454,1811160,11556,-11664,-626940,1544,191,-1232,216528,11648,11572,11630,11590,11677,11543,777870,11808,11412,-7290,33022,135,362,1334,-1442,221,-49,46,202,68,9045,1528,71,181,167,40,94,8,426,-410,54,368,496,1184,102,94,46,79,181,62,8,167,40,20,148,190,418,193,67,12,15,191,198,0
186522912,360,6,69,-125,291,69,66,30,1,1033,-57,798,914328,63,164,414,31374,19440,329158080,126,137,1746,131,55584,228,38,134460,83,6948,199,-896,534,735048,187,7,-222,44,32,18,1518,416880,774,149040,2904,588,2021868,-1283,-144750,1101,-1215,-66006,1227,-1089,1289,-1027,151698,1206,1110,1152,1362,-954,236232,1393,-673,371880,414,345,237,15714,-111,914688,913968,1393,673,371880,914459,-914197,119776968,914271,914385,-52116696,914397,914259,63088632,914619,914037,266069448,945702,-882954,1102,964,71277,914532,914124,734991,735105,-41897736,79902,204,75,83,7398,4482,-58881,-3,1164,5,1170,141521,774,54,149040,191,4842,4122,1613520,1393,-673,371880,4646,4318,4619,4345,614034,4425,-4539,-255474,1170,193,-896,141521,4512,4452,4489,4475,4548,4416,295812,4686,4278,-3078,20079,54,306,976,-1090,137,29,36,120,-12,3564,1158,63,162,140,48,89,6,297,-285,42,216,378,786,95,89,36,69,162,63,6,140,48,18,131,164,291,126,66,1,38,193,204,0
214328268,559,28,67,-124,469,90,71,32,4,1206,-53,771,1082466,60,209,630,60137,39689,605098494,145,138,3283,131,49210,266,38,174944,67,37240,197,-1068,588,1142603,183,11,-379,45,31,21,1889,743470,1189,352170,4613,1953,4366390,-1454,-164920,1277,-1383,-70490,1397,-1263,1461,-1199,174230,1367,1293,1302,1528,-1132,263340,1765,-647,674154,630,540,398,33299,-124,1083025,1081907,1765,647,674154,1082597,-1082335,141803046,1082413,1082519,-57370698,1082533,1082399,72525222,1082935,1081997,507676554,1142603,-1022329,1273,1139,80802,1082664,1082268,1142550,1142656,-60557959,89110,198,97,77,9798,5467,-63918,18,1358,3,1344,166428,1189,71,352170,209,6026,4908,3056053,1765,-647,674154,5676,5258,5605,5329,754446,5414,-5520,-289751,1344,190,-1068,166428,5499,5435,5478,5456,5538,5396,388157,5665,5269,-3763,42210,71,488,1153,-1259,148,6,39,142,0,5041,1330,83,180,177,37,84,7,476,-462,46,273,420,917,91,84,39,90,180,60,7,177,37,21,131,209,469,145,71,4,38,190,198,0
1185859164,457,88,77,-144,381,76,74,35,8,1880,-55,1567,6144348,66,175,836,604884,173203,,172,166,4191,155,85008,44,4,1114260,-213,178112,195,-1714,1045,5571300,173,19,-305,15,-7,20,2481,924968,1293,382052,6215,2167,8482584,-2168,-291456,1969,-2079,-111320,2101,-1947,2179,-1869,313720,2066,1982,1936,2217,-1831,390632,2337,-1423,859160,836,760,2,144399,-434,6144805,6143891,2337,1423,859160,6144503,-6144193,952373940,6144293,6144403,-337939140,6144425,6144271,473114796,6144729,6143967,,6749232,-5539464,1957,1803,144760,6144541,6144155,5571245,5571355,-306421500,155848,193,87,84,62914,31836,-103400,324,2112,3,2046,312080,1293,379,382052,545,32293,31379,14549052,2337,-1423,859160,32011,31661,32002,31670,5284776,31781,-31891,-1750980,2046,184,-1714,312080,31871,31801,31855,31817,31910,31762,2355864,32029,31643,-20845,28956,379,78,1825,-1935,463,-295,46,453,305,28046,2024,65,162,162,42,95,11,392,-370,57,506,726,1705,106,95,46,76,162,66,11,162,42,20,155,175,381,172,74,8,4,184,193,0
57206720,431,42,74,-140,356,75,74,41,7,988,-62,697,294880,68,176,450,19760,8189,127093280,190,152,2136,146,48504,18,3,62320,133,47376,194,-836,516,267520,182,13,-281,9,-3,19,1559,486168,881,193950,3264,1008,2409408,-1268,-157920,1066,-1190,-69936,1202,-1054,1274,-982,164688,1171,1085,1086,1322,-934,218832,1419,-557,425828,450,375,337,6764,-81,295311,294449,1419,557,425828,295026,-294734,43052480,294818,294942,-18282560,294954,294806,21821120,295236,294524,104977280,314640,-275120,1062,914,73112,295074,294686,267458,267582,-16586240,83472,194,81,80,2888,1520,-61256,-43,1170,-1,1140,150176,881,19,193950,171,1951,1089,655120,1419,-557,425828,1696,1344,1672,1368,231040,1458,-1582,-94240,1140,188,-836,150176,1561,1479,1533,1507,1594,1446,112480,1714,1326,-1178,26700,19,412,926,-1050,99,61,47,93,-55,1406,1128,69,165,154,43,86,6,362,-350,53,282,408,876,92,86,47,75,165,68,6,154,43,19,146,176,356,190,74,7,3,188,194,1
85176000,332,15,64,-130,260,72,68,35,3,825,-54,623,436800,59,159,360,17920,9296,145017600,150,140,1300,135,47750,45,9,78400,112,14325,196,-685,425,356160,186,8,-188,14,4,18,1287,317060,692,119520,2255,345,1241500,-1085,-124150,901,-1009,-51570,1019,-891,1090,-820,128925,1005,905,940,1150,-760,186225,1157,-493,273900,360,288,232,7280,-82,437132,436468,1157,493,273900,436935,-436665,58968000,436746,436854,-23587200,436864,436736,27955200,437060,436540,113568000,454720,-418880,889,761,52800,436995,436605,356106,356214,-19232640,61120,195,77,80,3920,2240,-44550,-26,970,2,965,115500,692,28,119520,168,2572,1908,743680,1157,-493,273900,2399,2081,2380,2100,313600,2186,-2294,-120960,965,191,-685,115500,2275,2205,2248,2232,2308,2172,152320,2435,2045,-1512,18720,28,304,771,-879,108,52,40,96,-40,1904,955,67,139,132,50,85,5,265,-255,45,200,295,675,90,85,40,72,139,59,5,132,50,18,135,159,260,150,68,3,9,191,195,0
1261735104,776,55,76,-154,673,103,72,44,5,1914,-54,1292,6437424,65,229,1133,525504,277032,,249,176,7403,165,64108,176,16,1445136,-181,113740,199,-1738,1133,7521276,177,16,-570,27,5,24,2844,1604768,1909,879208,9471,5335,15309404,-2222,-318472,2014,-2122,-111672,2144,-1992,2233,-1903,341220,2099,2037,2013,2264,-1872,405328,2690,-1138,1485264,1133,1030,316,240261,-411,6438200,6436648,2690,1138,1485264,6437589,-6437259,1062174960,6437370,6437478,-347620896,6437500,6437348,489244224,6438097,6436751,,6962928,-5911920,1990,1838,145464,6437620,6437228,7521222,7521330,-406148904,157168,196,114,92,62832,32844,-103356,303,2123,6,2090,336864,1909,357,879208,533,33620,32068,25486944,2690,-1138,1485264,33073,32615,33020,32668,5780544,32790,-32898,-1773576,2090,188,-1738,336864,32888,32800,32860,32828,32916,32772,2364768,33040,32648,-19278,69319,357,419,1860,-1968,449,-265,55,429,285,25704,2068,92,211,212,31,103,11,684,-662,66,605,715,1815,114,103,55,103,211,65,11,212,31,24,165,229,673,249,72,5,16,188,196,0
1655912700,435,84,67,-146,351,84,75,32,7,2050,-43,1761,8491860,55,176,1008,827412,249255,,164,170,4212,158,96624,132,11,1393536,-403,184464,195,-1880,1056,7664448,171,19,-267,23,-1,20,2631,955260,1443,438480,6408,2016,9249552,-2342,-320616,2153,-2239,-94428,2263,-2129,2354,-2038,346968,2240,2152,2112,2391,-2001,428220,2485,-1615,891750,1008,924,-222,201123,-616,8492295,8491425,2485,1615,891750,8492018,-8491702,1341713880,8491817,8491903,-365149980,8491927,8491793,568954620,8492211,8491509,,9319272,-7664448,2117,1983,137350,8492055,8491665,7664405,7664491,-329571264,147132,195,96,76,97410,43548,-88150,530,2280,5,2220,348500,1443,573,438480,743,43983,43113,18943380,2485,-1615,891750,43724,43372,43718,43378,7403160,43505,-43591,-1872564,2220,183,-1880,348500,43580,43516,43567,43529,43623,43473,3266100,43743,43353,-24639,29484,573,-138,2007,-2093,649,-497,44,648,498,42975,2196,72,135,155,44,88,12,363,-339,56,528,660,1896,100,88,44,84,135,55,12,155,44,20,158,176,351,164,75,7,11,183,195,0
-527473308,499,5,74,-126,427,72,70,33,1,874,-64,501,-2611254,69,189,360,-77562,-69361,-1303015746,138,136,2135,131,38000,15,3,-426591,275,5000,205,-738,490,-2443203,195,6,-355,8,-2,20,1499,499000,859,179640,3135,1135,2135000,-1126,-126000,936,-1064,-64000,1074,-926,1131,-869,131000,1038,962,995,1202,-798,202000,1373,-375,436126,360,288,566,-59353,75,-2610755,-2611753,1373,375,436126,-2611123,2611385,-342074274,-2611318,-2611190,167120256,-2611180,-2611328,-193232796,-2610827,-2611681,-1115005458,-2688816,2533692,948,800,64676,-2611052,-2611456,-2443267,-2443139,156364992,74000,202,77,93,-18904,-12927,-55936,-203,1005,4,1010,118864,859,-139,179640,-3,-12428,-13426,-6450573,1373,-375,436126,-12738,-13116,-12791,-13063,-1758072,-12991,12863,827328,1010,200,-738,118864,-12894,-12960,-12921,-12933,-12857,-12997,-904890,-12725,-13129,8896,30744,-139,638,810,-938,-46,232,38,-69,-209,-9730,1000,67,192,166,38,98,5,432,-422,43,190,345,655,103,98,38,72,192,69,5,166,38,20,131,189,427,138,70,1,3,200,202,1
1705060656,427,121,72,-134,338,89,72,31,11,1923,-50,1630,8568144,61,170,979,947232,235704,,163,156,3718,145,90508,253,23,1334736,-396,248897,198,-1767,979,7319520,176,22,-249,34,12,19,2484,878339,1406,418033,5775,1661,7647926,-2191,-275638,2007,-2107,-102850,2129,-1985,2202,-1912,298265,2101,2013,1936,2256,-1858,409343,2350,-1496,821121,979,890,-214,186576,-602,8568571,8567717,2350,1496,821121,8568289,-8567999,1242380880,8568094,8568194,-428407200,8568216,8568072,616906368,8568482,8567806,,9515376,-7620912,1995,1851,138456,8568343,8567945,7319470,7319570,-365976000,148104,199,100,78,86112,43056,-96150,502,2178,0,2079,299988,1406,552,418033,708,43483,42629,18384912,2350,-1496,821121,43226,42886,43212,42900,6716736,43006,-43106,-2152800,2079,187,-1767,299988,43087,43025,43078,43034,43128,42984,3100032,43255,42857,-27600,30082,552,-125,1873,-1973,630,-474,42,624,480,39744,2057,78,147,151,44,89,11,349,-327,53,462,671,1595,100,89,42,89,147,61,11,151,44,19,145,170,338,163,72,11,23,187,199,0
23219416,242,105,63,-117,192,50,74,30,21,793,-53,668,124168,58,132,250,17264,1936,30048656,138,127,960,122,53690,20,4,19920,119,95550,187,-666,440,87648,177,26,-142,9,-1,17,1152,220220,492,60500,1870,50,873600,-1027,-106470,857,-963,-48230,973,-847,1032,-788,111020,969,851,805,1097,-723,170170,1035,-551,191906,250,200,184,1536,-61,124410,123926,1035,551,191906,124290,-124046,15148496,124115,124221,-6580904,124231,124105,7822584,124360,123976,23840256,141432,-106904,856,730,49959,124355,123981,87595,87701,-4645344,57330,187,55,83,1016,664,-42029,-45,1015,-16,920,100711,492,8,60500,135,906,422,160688,1035,-551,191906,796,532,791,537,84328,611,-717,-35192,920,182,-666,100711,694,634,690,638,738,590,49136,851,477,-424,9600,8,234,740,-846,91,75,35,82,-66,592,910,45,121,114,59,88,5,197,-187,40,175,290,610,93,88,35,50,121,58,5,114,59,17,122,132,192,138,74,21,4,182,187,0
611835450,378,80,76,-136,305,73,71,37,10,1392,-60,1150,3074550,68,169,584,278100,77868,1162179900,179,152,2440,144,70288,24,3,571650,-54,122240,199,-1240,664,2611050,183,18,-232,11,-5,18,1906,577584,962,220752,3968,912,3728320,-1664,-207808,1468,-1588,-91680,1604,-1452,1672,-1384,220032,1574,1482,1448,1727,-1329,304072,1770,-1014,526176,584,511,99,62830,-266,3074928,3074172,1770,1014,526176,3074694,-3074406,442735200,3074490,3074610,-184473000,3074626,3074474,233665800,3074855,3074245,937737750,3352650,-2796450,1468,1316,105792,3074749,3074351,2610990,2611110,-156663000,116128,199,81,75,31312,15450,-83520,146,1608,-2,1544,211584,962,206,220752,358,15828,15072,5840100,1770,-1014,526176,15619,15281,15602,15298,2348400,15390,-15510,-927000,1544,191,-1240,211584,15487,15413,15468,15432,15521,15379,1096950,15649,15251,-12360,22265,206,172,1332,-1452,281,-131,45,277,135,14626,1528,65,161,142,46,83,8,313,-297,53,360,544,1152,91,83,45,73,161,68,8,142,46,18,144,169,305,179,71,10,3,191,199,0
1139712210,670,0,70,-151,572,98,67,41,0,1769,-50,1250,5670210,60,219,980,282100,207700,,219,171,5720,161,65280,100,10,1156610,-139,0,202,-1598,1010,6177990,182,10,-474,20,0,22,2590,1286400,1650,656600,7640,3800,10982400,-2071,-289920,1870,-1970,-96000,1990,-1850,2081,-1759,309120,1954,1886,1920,2121,-1719,385920,2439,-1099,1185230,980,882,262,177320,-360,5670880,5669540,2439,1099,1185230,5670371,-5670049,912903810,5670160,5670260,-283510500,5670280,5670140,396914700,5670782,5669638,,5952310,-5388110,1839,1699,123830,5670411,5670009,6177940,6178040,-308899500,134400,201,108,91,53010,28210,-88450,260,1920,10,1940,302499,1650,310,656600,481,28880,27540,18900700,2439,-1099,1185230,28429,27991,28381,28039,4823910,28160,-28260,-1410500,1940,192,-1598,302499,28251,28169,28220,28200,28277,28143,1890070,28411,28009,-15500,56056,310,360,1719,-1819,401,-219,51,377,243,20770,1920,88,194,195,34,101,10,582,-562,61,510,600,1610,111,101,51,98,194,60,10,195,34,22,161,219,572,219,67,0,10,192,201,0
-863432308,659,0,70,-141,576,83,79,40,0,824,-60,306,-4520588,65,225,415,-118340,-160796,,167,151,2880,146,31845,135,27,-946720,395,0,198,-673,510,-5325300,188,5,-493,32,22,22,1624,635935,1074,273485,3845,1915,2779200,-1106,-136065,905,-1025,-57900,1035,-895,1111,-819,140890,998,932,965,1156,-774,184315,1483,-165,543016,415,332,820,-140544,184,-4519929,-4521247,1483,165,543016,-4520442,4520734,-660005848,-4520648,-4520528,271235280,-4520518,-4520658,-316441160,-4520012,-4521164,,-4638928,4402248,894,754,57680,-4520397,-4520779,-5325360,-5325240,319518000,67550,191,88,97,-36844,-23668,-49440,-304,965,5,975,124424,1074,-244,273485,-93,-23009,-24327,-15597212,1483,-165,543016,-23443,-23893,-23517,-23819,-3573868,-23728,23608,1420080,975,193,-673,124424,-23628,-23708,-23663,-23673,-23589,-23747,-1869772,-23477,-23859,14640,47808,-244,903,764,-884,-147,341,45,-165,-323,-19276,965,78,198,194,33,102,5,581,-571,50,225,325,730,107,102,45,83,198,65,5,194,33,22,146,225,576,167,79,0,27,193,191,1
1320050592,436,120,64,-143,351,85,75,33,12,1697,-44,1404,6734952,54,174,850,755964,180504,,165,163,3510,153,80960,130,13,1133946,-251,220800,194,-1534,930,5978988,174,22,-266,23,3,19,2276,802240,1286,370600,5350,1670,6458400,-1983,-263120,1796,-1884,-80960,1904,-1776,1993,-1687,281520,1884,1796,1720,2036,-1644,360640,2133,-1261,739892,850,765,-63,145314,-458,6735388,6734516,2133,1261,739892,6735105,-6734799,1030447656,6734908,6734996,-296337888,6735016,6734888,431036928,6735303,6734601,,7490916,-5978988,1761,1633,108608,6735148,6734756,5978944,5979032,-263075472,117760,196,95,83,67482,34362,-74668,370,1960,-2,1860,276611,1286,414,370600,577,34798,33926,14981832,2133,-1261,739892,34536,34188,34525,34199,5601006,34318,-34406,-1511928,1860,184,-1534,276611,34395,34329,34384,34340,34437,34287,2577150,34558,34166,-18216,29835,414,22,1653,-1741,497,-331,43,489,339,31050,1840,75,133,155,44,93,10,361,-341,53,430,540,1530,103,93,43,85,133,54,10,155,44,19,153,174,351,165,75,12,13,184,196,0
181029600,468,42,66,-126,394,74,63,30,6,1260,-52,918,887400,59,178,518,56550,23400,415303200,130,140,2758,133,56826,42,6,130500,90,58212,205,-1120,658,774300,191,13,-320,13,-1,20,1854,648648,986,242424,4144,1372,3822588,-1512,-174636,1334,-1438,-72072,1452,-1320,1519,-1253,184338,1427,1345,1344,1590,-1182,282744,1728,-792,589680,518,444,344,19700,-102,887868,886932,1728,792,589680,887533,-887267,118024200,887348,887452,-46144800,887466,887334,58568400,887794,887006,349635600,943950,-830850,1326,1194,83160,887604,887196,774248,774352,-40263600,91476,204,81,87,7000,4350,-65520,-2,1428,1,1400,176400,986,50,242424,190,4818,3882,2035800,1728,-792,589680,4528,4172,4490,4210,609000,4298,-4402,-226200,1400,198,-1120,176400,4380,4320,4363,4337,4413,4287,274050,4554,4146,-2600,29156,50,418,1208,-1312,137,37,37,113,-13,3150,1386,67,169,162,41,94,7,401,-387,44,259,413,931,101,94,37,74,169,59,7,162,41,20,133,178,394,130,63,6,6,198,204,0
808190460,683,90,68,-149,583,100,70,43,10,1570,-50,1036,4081770,59,218,900,391685,148211,,234,167,5247,158,56727,90,10,886445,-50,154710,200,-1403,936,4494070,182,19,-483,19,1,23,2402,1174077,1583,614700,6966,3528,9019593,-1868,-256131,1669,-1769,-85950,1787,-1651,1877,-1561,271602,1752,1686,1629,1917,-1521,340362,2253,-887,1072310,900,800,366,126511,-267,4082453,4081087,2253,887,1072310,4081928,-4081612,644919660,4081720,4081820,-204088500,4081838,4081702,277560360,4082353,4081187,,4473455,-3690085,1638,1502,106760,4081968,4081572,4494020,4494120,-224703500,116892,198,109,95,36239,20615,-78500,167,1809,-1,1737,262190,1583,217,614700,384,21298,19932,14080045,2253,-887,1072310,20833,20397,20782,20448,3442705,20565,-20665,-1030750,1737,191,-1403,262190,20658,20572,20634,20596,20685,20545,1443050,20813,20417,-10850,58300,217,466,1520,-1620,312,-122,52,287,147,15190,1719,91,191,197,33,104,9,592,-574,61,468,531,1422,113,104,52,100,191,59,9,197,33,23,158,218,583,234,70,10,10,191,198,0
509857152,360,24,66,-140,294,66,73,37,3,1364,-50,1144,2601312,58,168,528,145992,60480,936472320,175,156,2352,148,70688,96,12,491064,-12,36096,196,-1208,696,2229696,180,11,-228,20,4,18,1864,541440,888,190080,3856,848,3537408,-1644,-210560,1454,-1554,-75200,1570,-1438,1652,-1356,222592,1551,1457,1480,1700,-1308,294784,1724,-1004,491040,528,462,126,49392,-218,2601672,2600952,1724,1004,491040,2601460,-2601164,384994176,2601262,2601362,-130065600,2601378,2601246,171686592,2601606,2601018,764785728,2747304,-2455320,1430,1298,90024,2601508,2601116,2229646,2229746,-111484800,99264,196,74,79,26208,13272,-68200,118,1528,5,1520,212784,888,168,190080,324,13632,12912,4777920,1724,-1004,491040,13440,13104,13428,13116,2070432,13222,-13322,-663600,1520,188,-1208,212784,13309,13235,13283,13261,13345,13199,968856,13468,13076,-8400,19404,168,192,1314,-1414,247,-89,45,241,95,12264,1504,58,139,140,47,87,8,302,-286,53,360,464,1184,95,87,45,66,139,58,8,140,47,18,148,168,294,175,73,3,12,188,196,0
